assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,season,season_idx,news_added,creativity_rank,creativity_rank_type,ict_index_rank,ict_index_rank_type,influence_rank,influence_rank_type,threat_rank,threat_rank_type
2,4,230,100,100,6,49806,0,0,-5,5,383.4,1,0.0,3,1.6,1.4,1,David Junior,2.4,46,3,115.3,99,False,313.2,0.0,0.0,0.0,0.0,2134,,50,0,0,0,49806.jpg,2.6,0,0,Hoilett,0.1,False,33,a,5,97,463.0,82,11026,0,26002,0,0.5,16.4,Hoilett,4,2018-19,2,2018-10-06T14:01:16Z,,,,,,,,
1,6,253,25,25,4,76360,0,0,-2,2,255.0,1,0.0,3,0.8,1.5,16,Nathaniel,7.0,18,4,97.8,100,False,351.4,0.0,0.0,0.0,0.0,978,,48,0,0,0,76360.jpg,3.1,0,0,Mendez-Laing,0.0,False,19,a,5,97,370.0,63,3561,0,5084,0,1.5,13.1,Mendez-Laing,0,2018-19,2,2018-08-25T18:01:15Z,,,,,,,,
2,4,227,0,0,5,122797,0,0,-7,7,311.9,1,0.0,3,0.0,0.0,0,Callum,0.0,41,4,111.7,101,False,266.8,0.0,0.0,0.0,0.0,1993,Ankle injury - Unknown return date,48,0,0,0,122797.jpg,3.0,0,0,Paterson,0.3,False,13,i,5,97,541.0,80,174075,0,171246,0,0.0,16.7,Paterson,4,2018-19,2,2019-03-25T08:31:21Z,,,,,,,,
1,3,290,100,100,6,49845,0,0,-1,1,217.5,1,0.0,3,0.6,0.4,1,Aron,1.4,40,1,78.9,102,False,370.6,0.0,0.0,0.0,0.0,2266,,44,0,0,0,49845.jpg,2.3,0,0,Gunnarsson,0.6,False,17,a,5,97,201.0,65,89403,0,124964,0,0.3,14.8,Gunnarsson,5,2018-19,2,2019-04-27T17:01:20Z,,,,,,,,
0,0,0,0,0,0,40451,0,0,-1,1,0.0,0,0.0,3,0.0,0.0,0,Anthony,0.0,0,0,0.0,103,False,0.0,0.0,0.0,0.0,0.0,0,Not in Squad,44,0,0,0,40451.jpg,0.0,0,0,Pilkington,0.1,False,None,u,5,97,0.0,0,2570,0,12259,0,0.0,0.0,Pilkington,0,2018-19,2,2018-09-06T06:33:08Z,,,,,,,,
0,0,6,None,None,0,54527,0,0,-2,2,1.0,0,0.0,3,-1.0,-1.0,0,LoÃ¯c,0.0,2,0,0.9,104,False,0.6,0.0,0.0,0.0,0.0,21,,43,0,0,0,54527.jpg,1.0,0,0,Damour,0.1,False,20,a,5,97,8.0,2,5237,0,6247,0,0.0,0.5,Damour,0,2018-19,2,None,,,,,,,,
0,0,67,100,100,0,75826,0,0,-2,2,83.3,0,0.0,3,-0.6,-0.4,1,Danny,0.6,14,1,32.9,105,False,81.8,0.0,0.0,0.0,0.0,435,,43,0,0,0,75826.jpg,1.6,0,0,Ward,0.2,False,9,a,5,97,168.0,22,37215,0,46709,0,0.1,5.1,Ward,0,2018-19,2,2018-12-07T12:31:15Z,,,,,,,,
2,3,191,100,100,7,114245,0,0,-2,2,267.0,0,0.0,3,0.0,0.6,5,Josh,1.6,32,3,109.5,106,False,285.6,0.0,0.0,0.0,0.0,1810,,48,0,0,0,114245.jpg,2.6,0,0,Murphy,0.2,False,11,a,5,97,550.0,76,66092,0,72004,0,0.3,15.8,Murphy,2,2018-19,2,2019-02-01T13:31:21Z,,,,,,,,
1,2,93,100,100,2,82078,0,0,-4,4,159.5,0,0.0,4,0.0,0.0,2,Kenneth,1.0,19,1,53.3,107,False,103.6,0.0,0.0,0.0,0.0,741,,46,0,0,0,82078.jpg,1.7,0,0,Zohore,0.5,False,10,a,5,97,270.0,33,70587,0,81767,0,0.2,7.2,Zohore,1,2018-19,2,2019-04-27T22:31:22Z,,,,,,,,
0,0,0,0,0,0,114054,0,0,0,0,0.0,0,0.0,4,0.0,0.0,0,Omar,0.0,0,0,0.0,108,False,0.0,0.0,0.0,0.0,0.0,0,Season-long loan to Birmingham City,45,0,0,0,114054.jpg,0.0,0,0,Bogle,0.1,False,30,u,5,97,0.0,0,1859,0,12322,0,0.0,0.0,Bogle,0,2018-19,2,2018-08-08T08:43:30Z,,,,,,,,
0,0,13,100,0,0,45196,0,0,-1,1,1.5,0,0.0,4,0.0,0.0,0,Gary,0.0,3,0,1.0,109,False,2.0,0.0,0.0,0.0,0.0,32,,44,0,0,0,45196.jpg,1.0,0,0,Madine,0.9,False,24,a,5,97,8.0,5,101906,0,136961,0,0.0,1.1,Madine,0,2018-19,2,2019-01-08T09:31:17Z,,,,,,,,
3,9,276,None,None,4,96994,0,0,-3,3,224.4,2,0.0,4,1.0,1.2,2,Bobby,2.2,30,5,91.0,110,False,296.6,0.0,0.0,0.0,0.0,1413,,52,0,0,0,96994.jpg,3.0,0,0,Reid,0.9,False,14,a,5,97,392.0,80,182178,0,174136,0,0.4,15.4,Reid,0,2018-19,2,None,,,,,,,,
0,0,29,100,100,5,113688,0,0,-5,5,85.7,0,0.0,4,0.4,0.2,0,Oumar,1.2,13,0,47.1,176,False,70.8,0.0,0.0,0.0,0.0,988,,50,0,0,0,113688.jpg,1.7,0,0,Niasse,0.4,False,29,a,5,97,317.0,30,40665,0,71124,0,0.2,6.0,Niasse,0,2018-19,2,2019-02-22T22:31:20Z,,,,,,,,
0,0,72,100,100,1,80792,0,0,-4,4,69.7,0,0.0,2,-1.0,-1.0,0,Greg,0.0,17,0,19.6,467,False,106.4,0.0,0.0,0.0,0.0,630,,41,0,0,0,80792.jpg,1.3,0,0,Cunninghamm,0.0,False,18,a,5,97,19.0,9,1895,0,4952,0,0.0,2.2,Cunningham,3,2018-19,2,2018-12-22T16:31:16Z,,,,,,,,
4,5,398,100,50,9,175946,0,0,-1,1,798.4,1,0.0,3,0.8,0.7,0,VÃ­ctor,2.4,53,5,170.2,504,False,515.8,0.0,0.0,0.0,0.0,2569,,44,0,0,0,175946.jpg,3.3,0,0,Camarasa,2.2,False,21,a,5,97,387.0,106,513631,0,391723,0,0.5,24.1,Camarasa,6,2018-19,2,2019-05-04T19:01:24Z,,,,,,,,
1,0,80,100,100,1,78911,0,0,0,0,87.7,0,0.0,3,-0.8,-0.8,0,Kadeem,0.2,6,1,26.7,535,False,90.4,0.0,0.0,0.0,0.0,365,,45,0,0,0,78911.jpg,1.8,0,0,Harris,0.0,False,23,a,5,97,89.0,24,2940,0,2616,0,0.0,5.3,Harris,1,2018-19,2,2019-01-06T17:01:16Z,,,,,,,,
0,0,0,None,None,0,10589,0,0,0,0,0.0,0,0.0,1,-1.0,-1.0,0,Brian,0.0,0,0,0.0,537,False,0.0,0.0,0.0,0.0,0.0,0,,40,0,0,0,10589.jpg,0.0,0,0,Murphy,0.2,False,28,a,5,97,0.0,0,16283,0,10912,0,0.0,0.0,Brian Murphy,0,2018-19,2,None,,,,,,,,
0,0,7,None,None,0,131403,0,0,0,0,10.9,0,0.0,4,-0.8,-0.8,0,Rhys,0.2,1,0,2.7,573,False,4.2,0.0,0.0,0.0,0.0,49,,45,0,0,0,131403.jpg,1.0,0,0,Healey,0.1,False,32,a,5,97,12.0,3,14270,0,9328,0,0.0,0.7,Healey,0,2018-19,2,None,,,,,,,,
1,0,81,None,None,1,74297,0,0,-2,2,30.2,0,0.0,2,0.6,1.6,5,Leandro,2.6,14,0,12.0,589,False,69.0,0.0,0.0,0.0,0.0,554,,43,0,0,0,74297.jpg,1.5,0,0,Bacuna,0.0,False,15,a,5,97,22.0,17,752,0,454,0,0.6,4.0,Bacuna,2,2018-19,2,None,,,,,,,,
0,0,0,0,0,0,60772,0,0,0,0,0.0,0,0.0,1,0.0,0.0,0,Thibaut,0.0,0,0,0.0,111,False,0.0,0.0,0.0,0.0,0.0,0,Transferred to Real Madrid,55,0,0,0,60772.jpg,0.0,0,0,Courtois,0.5,False,13,u,6,8,0.0,0,461,0,55594,0,0.0,0.0,Courtois,0,2018-19,2,2018-08-09T06:49:10Z,,,,,,,,
0,0,45,None,None,2,20310,0,0,-3,3,1.0,0,0.0,1,0.5,1.9,7,Willy,1.4,0,0,2.6,112,False,24.6,0.0,0.0,0.0,0.0,180,,47,0,0,0,20310.jpg,6.5,0,3,Caballero,0.1,False,13,a,6,8,0.0,13,7338,0,12992,0,0.3,2.8,Caballero,0,2018-19,2,None,,,,,,,,
6,11,822,None,None,16,41328,0,0,-1,1,525.1,2,0.0,2,3.5,4.1,6,CÃ©sar,3.6,39,1,163.2,113,False,815.0,0.0,0.0,0.0,0.0,3402,,64,0,0,0,41328.jpg,4.2,0,0,Azpilicueta,9.6,False,28,a,6,8,286.0,158,460540,0,773928,0,0.6,24.7,Azpilicueta,4,2018-19,2,None,,,,,,,,
0,0,6,100,100,0,19419,0,0,-5,5,0.0,0,0.0,2,0.8,0.7,0,Gary,0.2,0,0,0.5,114,False,4.8,0.0,0.0,0.0,0.0,22,,50,0,0,0,19419.jpg,1.0,0,0,Cahill,0.5,False,24,a,6,8,0.0,2,6792,0,56294,0,0.0,0.4,Cahill,0,2018-19,2,2019-05-02T00:01:20Z,,,,,,,,
8,21,702,100,100,14,82263,0,0,-3,3,520.1,4,0.0,2,4.5,4.9,6,Marcos,4.4,28,2,161.7,115,False,619.0,0.0,0.0,0.0,0.0,2759,,62,0,0,0,82263.jpg,5.2,0,0,Alonso,22.1,False,3,a,6,8,475.0,161,2278311,0,2305940,0,0.7,26.0,Alonso,6,2018-19,2,2019-04-19T17:01:20Z,,,,,,,,
2,19,794,100,100,16,41270,0,0,3,-3,358.7,4,0.0,2,5.3,5.5,6,David,5.0,36,3,158.0,116,False,859.0,0.0,0.0,0.0,0.0,3238,,58,0,0,0,41270.jpg,4.6,0,0,Luiz Moreira Marinho,11.7,False,30,a,6,8,363.0,164,1470121,0,1090033,0,0.9,28.3,David Luiz,3,2018-19,2,2018-07-05T14:31:07Z,,,,,,,,
0,0,3,0,0,0,49013,0,0,-5,5,12.7,0,0.0,2,0.0,0.0,0,Victor,0.0,1,0,2.0,117,False,1.2,0.0,0.0,0.0,0.0,26,Season-long loan to Fenerbahce ,55,0,0,0,49013.jpg,1.0,0,0,Moses,1.2,False,15,u,6,8,6.0,2,6836,0,166834,0,0.0,0.4,Moses,0,2018-19,2,2019-01-25T14:31:20Z,,,,,,,,
2,9,609,0,0,12,102380,0,0,-1,1,143.6,2,0.0,2,0.0,0.0,0,Antonio,1.2,35,1,98.5,118,False,566.8,0.0,0.0,0.0,0.0,2871,Knee injury - Unknown return date,59,0,0,0,102380.jpg,3.5,0,0,RÃ¼diger,2.9,False,2,i,6,8,273.0,116,394049,0,436131,0,0.2,19.7,RÃ¼diger,7,2018-19,2,2019-04-28T17:31:25Z,,,,,,,,
0,0,133,100,75,3,135363,0,0,-5,5,8.4,0,0.0,2,1.9,1.6,0,Andreas,1.6,7,0,13.6,119,False,120.6,0.0,0.0,0.0,0.0,615,,50,0,0,0,135363.jpg,2.8,0,0,Christensen,0.4,False,27,a,6,8,6.0,22,7912,0,54471,0,0.3,4.4,Christensen,1,2018-19,2,2019-05-10T00:01:21Z,,,,,,,,
0,0,30,100,100,1,105700,0,0,-5,5,14.7,0,0.0,2,0.5,1.7,6,Davide,1.2,0,0,6.1,120,False,17.4,0.0,0.0,0.0,0.0,125,,50,0,0,0,105700.jpg,2.3,0,0,Zappacosta,0.1,False,21,a,6,8,29.0,9,4392,0,15601,0,0.2,1.8,Zappacosta,0,2018-19,2,2019-03-14T22:31:19Z,,,,,,,,
0,1,130,100,100,2,109533,0,0,-3,3,113.8,0,0.0,2,1.0,0.9,0,Emerson,0.4,11,0,30.0,121,False,104.6,0.0,0.0,0.0,0.0,660,,52,0,0,0,109533.jpg,2.2,0,0,Palmieri dos Santos,0.2,False,33,a,6,8,81.0,22,14189,0,16795,0,0.1,4.2,Emerson,0,2018-19,2,2018-09-14T15:31:13Z,,,,,,,,
15,35,879,100,100,12,42786,0,0,5,-5,1471.2,9,0.0,3,6.0,5.1,1,Eden,4.6,35,16,432.7,122,True,1306.2,0.0,0.0,0.0,0.0,2918,,110,0,0,0,42786.jpg,6.4,0,0,Hazard,27.2,False,10,a,6,8,1546.0,238,4632672,0,3891981,0,0.4,21.6,Hazard,2,2018-19,2,2019-04-19T10:01:20Z,,,,,,,,
0,0,36,0,0,0,17878,0,0,-3,3,58.5,0,0.0,3,0.0,0.0,0,Cesc,0.0,2,0,10.9,123,False,37.0,0.0,0.0,0.0,0.0,175,Signed for Monaco on a permanent deal,62,0,0,0,17878.jpg,1.0,0,0,FÃ bregas,0.3,False,4,u,6,8,14.0,6,4891,0,60141,0,0.0,1.0,FÃ bregas,1,2018-19,2,2019-01-05T21:01:16Z,,,,,,,,
7,6,475,100,100,11,47431,0,0,-4,4,1165.5,0,0.0,3,1.3,1.7,3,Willian,1.2,25,3,246.7,124,False,557.6,0.0,0.0,0.0,0.0,2091,,71,0,0,0,47431.jpg,3.4,0,0,Borges Da Silva,3.8,False,22,a,6,8,742.0,108,517555,0,813836,0,0.2,15.2,Willian,2,2018-19,2,2019-04-28T17:31:25Z,,,,,,,,
2,12,440,100,100,7,49579,0,0,-3,3,503.5,2,0.0,3,2.3,2.5,3,Pedro,2.0,19,8,176.5,125,False,530.2,0.0,0.0,0.0,0.0,1768,,62,0,0,0,49579.jpg,3.6,0,0,RodrÃ­guez Ledesma,3.3,False,11,a,6,8,733.0,112,1467084,0,1497960,0,0.3,18.1,Pedro,2,2018-19,2,2019-04-04T09:31:19Z,,,,,,,,
4,3,563,100,0,14,116594,0,0,-1,1,766.3,1,0.0,3,0.0,0.0,0,N'Golo,2.2,38,4,186.4,126,False,683.6,0.0,0.0,0.0,0.0,3092,,49,0,0,0,116594.jpg,3.2,0,0,KantÃ©,15.8,False,7,a,6,8,412.0,116,1254433,0,1582566,0,0.4,23.7,KantÃ©,3,2018-19,2,2019-05-05T15:31:23Z,,,,,,,,
5,5,300,100,100,7,88894,0,0,-10,10,349.0,2,0.0,3,0.8,1.3,3,Ross,0.8,13,3,110.0,127,False,324.0,0.0,0.0,0.0,0.0,1231,,50,0,0,0,88894.jpg,2.9,0,0,Barkley,1.3,False,8,a,6,8,429.0,79,721805,0,697311,0,0.2,15.8,Barkley,1,2018-19,2,2018-12-02T12:01:14Z,,,,,,,,
0,0,0,100,100,0,61603,0,0,-4,4,0.0,0,0.0,3,0.5,0.5,0,Daniel,0.0,0,0,0.0,128,False,0.0,0.0,0.0,0.0,0.0,0,,46,0,0,0,61603.jpg,0.0,0,0,Drinkwater,0.1,False,6,a,6,8,0.0,0,2355,0,8769,0,0.0,0.0,Drinkwater,0,2018-19,2,2019-02-24T20:01:23Z,,,,,,,,
0,0,0,0,0,0,169102,0,0,-1,1,0.0,0,0.0,3,0.0,0.0,0,TiemouÃ©,0.0,0,0,0.0,129,False,0.0,0.0,0.0,0.0,0.0,0,Season-long loan to Milan,49,0,0,0,169102.jpg,0.0,0,0,Bakayoko,0.1,False,14,u,6,8,0.0,0,385,0,11871,0,0.0,0.0,Bakayoko,0,2018-19,2,2018-08-15T09:18:32Z,,,,,,,,
0,0,0,100,75,0,199598,0,0,-1,1,0.0,0,0.0,3,0.4,0.4,0,Ethan,0.0,0,0,0.0,130,False,0.0,0.0,0.0,0.0,0.0,0,,44,0,0,0,199598.jpg,0.0,0,0,Ampadu,0.0,False,44,a,6,8,0.0,0,2445,0,4357,0,0.0,0.0,Ampadu,0,2018-19,2,2019-03-20T09:01:21Z,,,,,,,,
1,1,83,0,0,2,209046,0,0,-3,3,143.2,0,0.0,3,0.0,0.0,0,Callum,0.4,5,0,36.2,131,False,89.2,0.0,0.0,0.0,0.0,388,Achilles injury - Unknown return date,42,0,0,0,209046.jpg,1.8,0,0,Hudson-Odoi,2.2,False,20,i,6,8,133.0,18,334124,0,371976,0,0.1,4.3,Hudson-Odoi,0,2018-19,2,2019-04-22T20:31:23Z,,,,,,,,
2,6,292,100,75,5,126187,0,0,-3,3,254.9,2,0.0,3,3.0,2.9,3,Ruben,3.4,9,6,99.4,132,False,391.6,0.0,0.0,0.0,0.0,980,,52,0,0,0,126187.jpg,3.3,0,0,Loftus-Cheek,0.8,False,12,a,6,8,346.0,79,76178,0,90116,0,0.7,15.2,Loftus-Cheek,0,2018-19,2,2019-05-10T00:01:21Z,,,,,,,,
4,2,169,100,100,6,44346,0,0,-3,3,253.6,0,0.0,4,1.0,1.1,1,Olivier,0.6,5,2,94.5,133,False,183.2,0.0,0.0,0.0,0.0,828,,77,0,0,0,44346.jpg,2.0,0,0,Giroud,1.9,False,18,a,6,8,519.0,55,115042,0,236238,0,0.1,7.1,Giroud,1,2018-19,2,2018-12-30T17:01:16Z,,,,,,,,
0,3,119,0,0,6,88482,0,0,-6,6,130.2,1,0.0,4,0.0,0.0,0,Ãlvaro,0.0,11,5,86.3,134,False,219.8,0.0,0.0,0.0,0.0,936,Joined Atletico Madrid on loan until the end of the 2019/20 season,84,0,0,0,88482.jpg,2.9,0,0,Morata,1.3,False,29,u,6,8,523.0,46,318014,0,450332,0,0.0,5.5,Morata,3,2018-19,2,2019-01-28T16:01:22Z,,,,,,,,
0,4,577,None,None,16,85955,0,0,-4,4,628.4,1,0.0,3,2.8,2.7,2,Jorge Luiz,2.2,37,2,144.2,459,False,691.4,0.0,0.0,0.0,0.0,3156,,46,0,0,0,85955.jpg,2.6,0,0,Frello Filho,5.8,False,5,a,6,8,122.0,96,764329,0,1010765,0,0.5,20.9,Jorginho,8,2018-19,2,None,,,,,,,,
0,0,0,0,0,0,173879,0,0,-1,1,0.0,0,0.0,4,0.0,0.0,0,Tammy,0.0,0,0,0.0,496,False,0.0,0.0,0.0,0.0,0.0,0,Season-long loan to Aston Villa,54,0,0,0,173879.jpg,0.0,0,0,Abraham,0.1,False,19,u,6,8,0.0,0,1392,0,8744,0,0.0,0.0,Abraham,0,2018-19,2,2018-08-31T19:01:13Z,,,,,,,,
0,7,685,None,None,14,109745,0,0,-1,1,0.1,2,0.0,1,3.8,3.1,0,Kepa,2.6,39,0,68.0,498,False,681.0,0.0,0.0,0.0,0.0,3240,,54,0,0,1,109745.jpg,3.9,0,82,Arrizabalaga,4.9,False,1,a,6,8,0.0,142,578624,0,535327,0,0.5,26.3,Kepa,2,2018-19,2,None,,,,,,,,
2,2,343,100,100,9,91651,0,0,-3,3,468.8,0,0.0,3,1.5,1.5,1,Mateo,1.0,19,0,109.9,499,False,315.4,0.0,0.0,0.0,0.0,1725,,57,0,0,0,91651.jpg,2.0,0,0,Kovacic,0.7,False,17,a,6,8,311.0,64,64023,0,113261,0,0.2,11.2,Kovacic,3,2018-19,2,2018-12-16T13:31:16Z,,,,,,,,
0,6,178,100,100,5,40232,0,0,-5,5,241.7,1,0.0,4,4.5,4.1,2,Gonzalo,3.6,15,5,112.0,579,False,240.4,0.0,0.0,0.0,0.0,1084,,90,0,0,0,40232.jpg,3.8,0,0,HiguaÃ­n,1.5,False,9,a,6,8,644.0,53,575461,0,494168,0,0.4,5.9,HiguaÃ­n,0,2018-19,2,2019-03-13T18:01:18Z,,,,,,,,
0,0,0,None,None,0,209036,0,0,0,0,0.0,0,0.0,2,None,1.6,0,Addji Keaninkin Marc-Israel,0.0,0,0,0.0,624,False,0.0,0.0,0.0,0.0,0.0,0,,40,0,0,0,209036.jpg,0.0,0,0,Guehi,0.0,False,None,a,6,8,0.0,0,0,0,0,0,0.0,0.0,Guehi,0,2018-19,2,None,,,,,,,,
0,6,311,100,100,5,20066,0,0,-1,1,0.0,1,0.0,1,-0.5,-0.5,0,Wayne,0.0,26,0,35.9,135,False,358.8,0.0,0.0,0.0,0.0,1575,,44,0,0,1,20066.jpg,3.7,0,44,Hennessey,2.4,False,13,a,7,31,0.0,67,525231,0,519012,0,0.0,15.2,Hennessey,0,2018-19,2,2019-01-16T10:01:19Z,,,,,,,,
0,0,16,100,100,0,11554,0,0,-1,1,0.0,0,0.0,1,-0.5,-0.5,0,Julian,0.0,4,0,3.1,136,False,31.4,0.0,0.0,0.0,0.0,90,,39,0,0,0,11554.jpg,1.0,0,5,Speroni,10.1,False,1,a,7,31,0.0,1,340392,0,510502,0,0.0,0.3,Speroni,0,2018-19,2,2019-02-08T15:01:21Z,,,,,,,,
0,8,378,100,100,7,40836,0,0,-2,2,0.0,2,0.0,1,3.3,2.9,2,Vicente,3.4,23,0,44.8,137,False,448.0,0.0,0.0,0.0,0.0,1754,,43,0,0,0,40836.jpg,4.0,0,64,Guaita,2.4,False,31,a,7,31,0.0,81,258700,0,127971,0,0.8,18.8,Guaita,2,2018-19,2,2019-01-12T17:31:18Z,,,,,,,,
1,0,504,0,0,10,49413,0,0,-2,2,83.0,0,0.0,2,0.0,0.0,0,James,0.0,37,1,92.3,138,False,560.8,0.0,0.0,0.0,0.0,2561,Groin Injury - Unknown return date,43,0,0,0,49413.jpg,3.0,0,0,Tomkins,2.3,False,5,i,7,31,276.0,86,211947,0,520553,0,0.0,20.0,Tomkins,6,2018-19,2,2019-04-06T16:31:22Z,,,,,,,,
1,0,129,100,75,2,19188,0,0,-1,1,22.5,0,0.0,2,1.9,1.4,0,Scott,2.4,10,0,28.1,139,False,186.2,0.0,0.0,0.0,0.0,661,,44,0,0,0,19188.jpg,2.3,0,0,Dann,0.1,False,6,a,7,31,71.0,23,5625,0,2499,0,0.5,5.2,Dann,1,2018-19,2,2019-05-10T13:01:20Z,,,,,,,,
0,1,166,100,100,3,58786,0,0,-1,1,17.1,0,0.0,2,1.3,1.1,1,Martin,1.6,21,0,32.2,140,False,269.8,0.0,0.0,0.0,0.0,1110,,39,1,0,0,58786.jpg,2.0,0,0,Kelly,5.0,False,34,a,7,31,34.0,26,283798,0,427610,0,0.4,6.7,Kelly,2,2018-19,2,2019-02-22T13:31:20Z,,,,,,,,
3,3,301,0,0,4,86417,0,0,-2,2,240.5,2,0.0,2,0.0,0.0,0,Jeffrey,0.2,26,4,105.7,141,False,385.2,0.0,0.0,0.0,0.0,1660,Ankle injury - Unknown return date,43,0,0,0,86417.jpg,3.0,0,0,Schlupp,2.5,False,15,i,7,31,430.0,91,518849,0,471769,0,0.0,21.2,Schlupp,1,2018-19,2,2019-04-14T15:31:23Z,,,,,,,,
2,17,626,100,100,12,74230,0,0,0,0,520.4,3,0.0,2,1.5,2.5,7,Patrick,3.0,46,3,158.7,142,False,616.0,0.0,0.0,0.0,0.0,3196,,55,0,0,0,74230.jpg,3.9,0,0,van Aanholt,5.7,False,3,a,7,31,448.0,140,519809,0,497531,0,0.5,25.5,van Aanholt,3,2018-19,2,2018-12-08T17:31:17Z,,,,,,,,
0,13,533,0,0,9,40784,0,0,-1,1,78.2,0,0.0,2,0.0,0.0,0,Mamadou,0.0,35,0,66.6,143,False,540.6,0.0,0.0,0.0,0.0,2416,Knee injury - Unknown return date,49,0,0,0,40784.jpg,3.3,0,0,Sakho,1.2,False,12,i,7,31,47.0,88,119800,0,157312,0,0.0,18.0,Sakho,2,2018-19,2,2019-02-23T20:01:19Z,,,,,,,,
0,0,0,100,100,0,173954,0,0,-2,2,0.0,0,0.0,2,-0.5,-0.5,0,Jairo,0.0,0,0,0.0,144,False,0.0,0.0,0.0,0.0,0.0,0,,43,0,0,0,173954.jpg,0.0,0,0,Riedewald,0.0,False,44,a,7,31,0.0,0,1100,0,3725,0,0.0,0.0,Riedewald,0,2018-19,2,2018-09-25T23:31:12Z,,,,,,,,
3,18,672,100,100,12,214590,0,0,6,-6,266.8,2,0.0,2,2.5,2.7,4,Aaron,3.2,47,0,127.1,145,False,863.4,0.0,0.0,0.0,0.0,3134,,46,0,0,0,214590.jpg,3.4,1,0,Wan-Bissaka,26.3,False,29,a,7,31,139.0,120,2461834,0,1774373,0,0.7,26.1,Wan-Bissaka,4,2018-19,2,2019-03-23T19:01:21Z,,,,,,,,
7,7,500,None,None,11,50471,0,0,-1,1,457.2,1,0.0,3,5.0,4.1,1,James,4.6,49,3,161.3,147,False,666.8,0.0,0.0,0.0,0.0,3057,,49,0,0,0,50471.jpg,3.2,0,0,McArthur,3.4,False,18,a,7,31,487.0,121,443232,0,336224,0,0.9,24.7,McArthur,7,2018-19,2,None,,,,,,,,
0,0,10,100,100,0,44343,0,0,-1,1,0.5,0,0.0,3,0.0,0.1,1,Bakary,0.6,2,0,0.3,148,False,3.0,0.0,0.0,0.0,0.0,26,,49,0,0,0,44343.jpg,1.0,0,0,Sako,0.0,False,26,a,7,31,0.0,4,1292,0,2221,0,0.1,0.8,Sako,0,2018-19,2,2019-03-14T13:31:19Z,,,,,,,,
5,8,520,None,None,11,60252,0,0,-4,4,928.5,2,0.0,3,3.8,4.3,7,Andros,4.8,46,6,229.6,149,False,743.0,0.0,0.0,0.0,0.0,3007,,56,0,0,0,60252.jpg,3.6,0,0,Townsend,3.5,False,10,a,7,31,622.0,135,528275,0,460050,0,0.9,24.1,Townsend,1,2018-19,2,None,,,,,,,,
2,24,741,None,None,12,66975,0,0,0,0,910.1,4,0.0,3,3.8,3.1,1,Luka,3.6,53,12,246.3,150,False,1078.2,0.0,0.0,0.0,0.0,3420,,65,0,1,0,66975.jpg,4.4,0,0,Milivojevic,10.6,False,4,a,7,31,473.0,166,993901,0,838352,0,0.6,25.5,Milivojevic,10,2018-19,2,None,,,,,,,,
11,13,459,100,100,11,82403,0,0,0,0,753.3,1,0.0,4,3.8,4.9,10,Wilfried,5.4,49,10,270.6,151,False,752.8,0.0,0.0,0.0,0.0,3037,,70,0,0,0,82403.jpg,4.2,1,0,Zaha,15.6,False,11,a,7,31,1200.0,143,1665204,0,2462718,0,0.8,20.4,Zaha,8,2018-19,2,2019-03-16T15:31:20Z,,,,,,,,
1,3,65,100,50,3,54861,0,0,-2,2,118.4,0,0.0,4,1.8,1.4,0,Christian,3.2,13,1,56.1,152,False,106.0,0.0,0.0,0.0,0.0,807,,63,0,0,0,54861.jpg,2.1,0,0,Benteke,0.5,False,17,a,7,31,348.0,33,32660,0,79553,0,0.5,5.2,Benteke,1,2018-19,2,2019-05-02T13:31:22Z,,,,,,,,
0,0,32,0,0,0,143877,0,0,-2,2,38.3,0,0.0,4,0.0,0.0,0,Alexander,0.0,3,0,11.3,153,False,19.2,0.0,0.0,0.0,0.0,173,Season-long loan to KAA Gent,48,0,0,0,143877.jpg,1.0,0,0,SÃ¸rloth,0.1,False,9,u,7,31,59.0,12,12196,0,23120,0,0.0,2.5,SÃ¸rloth,0,2018-19,2,2019-01-08T23:01:17Z,,,,,,,,
3,0,251,100,100,9,55037,0,0,-3,3,198.5,0,0.0,3,1.3,0.9,0,Cheikhou,1.4,30,0,75.6,412,False,337.4,0.0,0.0,0.0,0.0,1889,,47,0,0,0,55037.jpg,2.2,0,0,KouyatÃ©,0.2,False,8,a,7,31,222.0,67,15330,0,32484,0,0.3,14.3,KouyatÃ©,3,2018-19,2,2019-01-30T23:01:18Z,,,,,,,,
0,0,68,100,100,0,55494,0,0,-2,2,28.9,0,0.0,2,-0.2,-0.1,1,Joel,0.4,14,1,20.5,441,False,131.8,0.0,0.0,0.0,0.0,551,,43,0,0,0,55494.jpg,1.9,0,0,Ward,0.2,False,2,a,7,31,43.0,13,6153,0,20159,0,0.1,3.0,Ward,1,2018-19,2,2018-11-10T16:31:13Z,,,,,,,,
